Company,TypeName,Inches,Touchscreen,Ips,X_res,Y_res,ppi,Cpu_brand,Cpu_freq,Ram,HDD,SSD,Gpu_brand,OpSys,Weight,Price
Lenovo,Ultrabook,14.0,0,1,2560.0,1440.0,209.8006828649808,Intel Core i7,2.5,8.0,0,512,Intel,Windows 10,1.17,89864.1792
HP,2 in 1 Convertible,13.3,1,1,1366.0,768.0,117.82653006268643,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.58,44574.048
Lenovo,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.32,79866.72
Dell,Gaming,17.3,0,0,3840.0,2160.0,254.67134914246222,Intel Core i7,2.8,32.0,1000,1000,Nvidia,Windows 10,4.36,194972.832
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.7,71847.0144
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,4.0,1000,0,Intel,No OS,1.9,26101.872
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,1000,128,AMD,Windows 10,2.2,38308.32
Dell,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i3,2.4,4.0,1000,0,Intel,Windows 10,1.71,34578.72
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,1000,0,AMD,Linux,2.32,31409.6256
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,3.0,4.0,1000,0,AMD,Windows 10,2.1,26053.92
Acer,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.6,16.0,1000,128,Nvidia,Windows 10,4.2,103096.8
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,12.0,1000,0,Intel,Windows 10,2.25,34578.72
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,3.0,6.0,1000,128,AMD,Windows 10,2.1,34632.0
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,4.0,500,0,Intel,Windows 10,2.4,29783.52
Lenovo,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.44,51148.8
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,4.0,1000,0,Intel,Windows 10,1.85,41505.12
HP,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,0,256,Nvidia,Windows 10,2.6,128884.32
Dell,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i5,1.6,8.0,1000,0,Intel,Windows 10,1.55,35111.52
MSI,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,1.8,111593.8944
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,500,0,Intel,Windows 10,2.4,21887.424
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,1000,128,Nvidia,Windows 10,2.0,64308.96
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,8.0,0,256,Intel,Windows 10,2.0,35431.2
Toshiba,Notebook,14.0,1,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.25,81784.8
Lenovo,2 in 1 Convertible,14.0,1,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.7,53226.72
Lenovo,Workstation,15.6,0,1,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,0,1000,Nvidia,Windows 10,2.5,175770.72
Acer,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.6,2.0,0,0,Intel,Chrome OS,1.68,17582.399999999998
Samsung,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,16.0,0,256,Intel,Windows 10,0.81,87858.72
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,8.0,0,256,Intel,Windows 10,1.86,28717.92
Dell,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.6,60031.1088
HP,Workstation,17.3,0,1,1920.0,1080.0,127.33567457123111,Other Intel Processor,2.9,16.0,0,256,Nvidia,Windows 7,3.0,233845.92
Lenovo,Netbook,11.6,1,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,128,Intel,Windows 10,1.4,25308.0
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.4,8.0,0,256,Intel,Windows 10,1.84,101232.0
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.3,4.0,1000,0,Nvidia,No OS,2.45,30849.12
Lenovo,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.3,4.0,0,180,Intel,Windows 10,1.7,58394.88
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i7,2.7,4.0,0,256,Intel,Windows 10,2.37,45282.672
Lenovo,2 in 1 Convertible,13.3,1,1,3200.0,1800.0,276.053530085501,Intel Core i5,1.8,8.0,0,256,Intel,Windows 10,1.3,63882.72
HP,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,128,Nvidia,Windows 10,2.2,58554.72
HP,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.6,8.0,0,256,Nvidia,Windows 7,2.59,83170.08
Dell,Gaming,15.6,0,1,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,4.42,152859.7872
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,4.0,0,256,Intel,Windows 10,2.1,31914.72
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.5,55837.44
Dell,Ultrabook,12.5,0,0,1920.0,1080.0,176.23257360658386,Intel Core i7,2.8,16.0,0,256,Intel,Windows 10,1.18,99047.52
Google,Ultrabook,12.3,1,0,2400.0,1600.0,234.50740003017813,Intel Core i5,1.2,8.0,0,256,Intel,Chrome OS,1.1,83063.52
Asus,Ultrabook,13.3,0,1,3200.0,1800.0,276.053530085501,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.2,60153.12
Dell,Notebook,13.3,0,0,1366.0,768.0,117.82653006268643,Intel Core i3,2.0,4.0,500,0,Intel,Windows 10,1.65,45234.72
Acer,Notebook,13.3,0,0,1366.0,768.0,117.82653006268643,Intel Core i5,2.3,4.0,0,128,Intel,Windows 10,1.6,34898.4
Asus,Notebook,17.3,0,0,1366.0,768.0,90.58340172449303,Other Intel Processor,1.1,4.0,1000,0,Nvidia,Windows 10,2.8,25059.715199999995
Dell,Gaming,15.6,1,1,3840.0,2160.0,282.42399616439724,Intel Core i7,2.6,16.0,1000,128,Nvidia,Windows 10,2.72,58554.72
Samsung,Ultrabook,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.31,85194.72
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,1000,0,Intel,Linux,2.1,15877.44
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,16.0,0,256,AMD,Windows 10,2.3,62938.0656
Samsung,2 in 1 Convertible,15.0,1,0,1920.0,1080.0,146.86047800548656,Intel Core i7,2.7,16.0,0,256,AMD,Windows 10,1.71,95850.72
Toshiba,Notebook,14.0,0,1,1366.0,768.0,111.93520355955211,Intel Core i5,2.3,4.0,0,128,Intel,Windows 10,1.75,54345.6
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,0,Nvidia,Windows 10,2.62,58554.72
HP,Ultrabook,12.5,0,0,1366.0,768.0,125.36742798669837,Intel Core i5,2.3,4.0,0,256,Intel,Windows 10,1.26,66280.31999999999
Asus,2 in 1 Convertible,15.6,1,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,12.0,2000,0,Nvidia,Windows 10,2.3,44701.92
Lenovo,Notebook,15.6,0,0,3840.0,2160.0,282.42399616439724,Intel Core i7,2.7,16.0,0,512,Nvidia,Windows 7,2.5,126273.6
Acer,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i3,2.4,4.0,0,128,Intel,Windows 10,1.8,33886.08
Razer,Gaming,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.8,16.0,0,512,Nvidia,Windows 10,1.95,154458.72
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Other Intel Processor,1.1,8.0,0,128,Intel,Windows 10,2.0,31003.632
Dell,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,32.0,1000,1000,Nvidia,Windows 10,4.42,191211.264
Asus,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.6,16.0,1000,256,Nvidia,Windows 10,4.3,125208.0
Toshiba,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,2.6,16.0,0,512,Nvidia,Windows 10,1.47,93985.92
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.6,8.0,1000,0,Intel,No OS,2.2,17529.12
Lenovo,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,16.0,0,512,Intel,Windows 10,1.7,122490.72
MSI,Gaming,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,1.6,100752.48
MSI,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,128,Nvidia,Windows 10,2.2,58021.92
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,4.0,1000,0,Nvidia,Windows 10,2.4,53226.72
Acer,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,4.2,122490.72
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.62,52480.8
Asus,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.24,71341.92
Vero,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10,1.22,10810.512
Lenovo,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,8.0,0,512,Intel,Windows 10,1.37,104961.6
Lenovo,2 in 1 Convertible,15.6,1,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,AMD,Windows 10,2.08,51095.52
Apple,Ultrabook,12.0,0,1,2304.0,1440.0,226.41554716935852,Other Intel Processor,1.2,8.0,0,0,Intel,Mac OS X,0.92,62071.2
Lenovo,2 in 1 Convertible,14.0,1,1,2560.0,1440.0,209.8006828649808,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.42,124142.4
Asus,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10,1.63,15930.72
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,0,128,Intel,Windows 10,1.95,43156.8
Lenovo,2 in 1 Convertible,13.9,1,1,1920.0,1080.0,158.48253022174808,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.38,71874.72
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,8.0,0,256,AMD,Windows 10,2.0,39373.92
HP,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,3.14,110017.872
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,2.37,58554.72
Dell,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.29,79866.72
Dell,Notebook,15.6,1,0,3840.0,2160.0,282.42399616439724,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.06,93186.72
Dell,Netbook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.1,4.0,0,128,Intel,Windows 10,1.63,39640.32
HP,Netbook,12.5,0,0,1366.0,768.0,125.36742798669837,Intel Core i5,2.6,8.0,0,256,Intel,Windows 10,1.26,74005.92
Toshiba,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.3,4.0,500,0,Intel,Windows 10,2.1,41558.4
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,2.5,8.0,2000,0,AMD,Windows 10,2.04,33513.119999999995
Dell,Gaming,15.6,0,0,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,0,512,Nvidia,Windows 10,2.62,89457.12
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,1000,0,Nvidia,Windows 10,2.4,32447.52
HP,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,12.0,1000,0,AMD,Windows 10,3.74,93186.72
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,512,Nvidia,Windows 10,2.9,128671.2
Samsung,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,0.81,79866.72
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,1000,0,Nvidia,Windows 10,1.98,51202.08
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,AMD,Windows 10,2.18,42081.0768
Lenovo,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.32,99047.52
Razer,Ultrabook,12.5,1,1,3840.0,2160.0,352.4651472131677,Intel Core i7,2.5,16.0,0,512,Intel,Windows 10,1.29,95850.72
HP,Netbook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,0,Intel,Chrome OS,1.23,20512.8
Dell,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,128,Nvidia,Windows 10,4.36,133467.4656
Dell,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Intel Core i5,2.3,4.0,500,0,Intel,Windows 10,1.76,40226.4
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,500,0,Intel,Windows 10,2.1,26101.872
Toshiba,Ultrabook,14.0,0,0,1366.0,768.0,111.93520355955211,Intel Core i5,2.5,4.0,0,128,Intel,Windows 10,1.25,58075.2
Lenovo,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,8.0,0,512,Intel,Windows 10,1.13,133146.72
MSI,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.4,63882.72
Lenovo,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,0,Intel,Windows 10,1.13,99900.0
Toshiba,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,2.1,4.0,0,128,Intel,Windows 10,1.75,26586.72
Asus,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.1,72354.23999999999
Dell,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Intel Core i3,2.0,4.0,500,0,Intel,Windows 10,1.76,31168.8
Acer,Netbook,11.6,0,1,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,0,Intel,Chrome OS,1.35,18914.4
Acer,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i3,2.4,8.0,0,128,Intel,Windows 10,1.5,32980.32
Razer,Gaming,17.3,1,0,3840.0,2160.0,254.67134914246222,Intel Core i7,2.9,32.0,0,512,Nvidia,Windows 10,3.49,292986.72
Lenovo,Ultrabook,14.0,0,1,2560.0,1440.0,209.8006828649808,Intel Core i7,2.6,16.0,0,512,Intel,Windows 10,1.1,111834.72
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,1000,0,Nvidia,Linux,2.1,27652.32
Lenovo,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.3,8.0,0,256,Intel,Windows 10,1.7,63190.08
Lenovo,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.6,8.0,0,256,Intel,Windows 10,1.32,87912.0
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,3.21,147832.28639999998
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.9,128884.32
Toshiba,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.4,4.0,500,0,Intel,Windows 10,2.0,35644.32
Lenovo,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.6,4.0,0,0,Intel,Chrome OS,1.5,17316.0
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,128,0,Intel,Windows 10,2.3,31435.2
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.6,16.0,1000,512,Nvidia,Windows 10,2.73,95850.72
Dell,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,32.0,1000,512,Nvidia,Windows 10,4.42,163723.57919999998
HP,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i5,2.5,8.0,1000,0,Nvidia,Windows 10,2.63,48484.8
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,0,128,Intel,Windows 10,2.18,38041.3872
HP,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.5,8.0,0,512,Intel,Windows 7,1.54,99633.6
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,4.0,0,256,AMD,Windows 10,2.18,39373.92
HP,2 in 1 Convertible,11.6,1,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.1,4.0,0,0,Intel,Chrome OS,1.4,32767.2
Asus,Ultrabook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.3,8.0,0,512,Nvidia,Windows 10,1.45,54665.28
HP,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.28,121318.56
HP,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.5,8.0,0,512,Intel,Windows 10,1.54,78215.04
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.6,4.0,0,128,Intel,No OS,1.86,15930.72
Asus,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,128,Nvidia,Windows 10,2.1,101178.72
Dell,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,8.0,1000,0,AMD,Linux,2.83,46087.2
Lenovo,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,1.96,101391.84
Asus,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,Nvidia,Windows 10,2.3,41931.36
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,128,Intel,Windows 10,1.9,50349.6
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,1000,0,Intel,Windows 10,2.0,23922.72
HP,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i7,2.8,8.0,0,256,Intel,Windows 10,1.28,136343.52
Dell,Notebook,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.3,8.0,1000,0,Intel,Windows 10,1.62,34578.72
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,1000,0,Intel,No OS,2.2,24988.32
Lenovo,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Intel,Windows 10,2.3,45323.1648
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.6,8.0,0,256,AMD,Windows 10,1.84,71874.72
Toshiba,Notebook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,4.0,0,128,Intel,Windows 10,1.05,68464.8
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Nvidia,No OS,2.5,54185.76
Dell,Ultrabook,13.3,1,0,3200.0,1800.0,276.053530085501,Intel Core i7,2.5,16.0,0,512,Intel,Windows 10,1.29,119347.2
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.3,4.0,500,0,Intel,Windows 10,2.07,48484.8
Toshiba,Ultrabook,13.3,0,0,1366.0,768.0,117.82653006268643,Intel Core i5,2.3,8.0,0,256,Intel,Windows 10,1.2,58341.6
Lenovo,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.37,103896.0
Acer,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.56,48058.56
Dell,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,0,Nvidia,Windows 10,2.23,94731.84
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,4.0,500,0,Intel,Windows 10,2.38,56210.4
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,1000,0,AMD,No OS,2.2,25521.12
Toshiba,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,2.0,73952.64
Lenovo,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i3,2.4,4.0,0,180,Intel,Windows 10,1.44,39160.8
Samsung,Ultrabook,15.0,0,0,1920.0,1080.0,146.86047800548656,Intel Core i7,2.7,16.0,0,256,Nvidia,Windows 10,1.23,98514.72
Dell,Ultrabook,12.5,0,0,1920.0,1080.0,176.23257360658386,Intel Core i7,2.8,8.0,0,256,Intel,Windows 10,1.6,90043.2
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,1000,0,Intel,Linux,2.0,21258.1872
Xiaomi,Ultrabook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.3,8.0,0,256,Nvidia,Windows 10,1.28,49816.8
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,1000,128,Nvidia,Windows 10,2.18,48618.0
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,0,256,Intel,Windows 10,2.04,44701.92
HP,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,4.0,0,256,Intel,Windows 10,1.28,90576.0
HP,2 in 1 Convertible,15.6,1,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,4.0,500,0,Intel,Windows 10,2.3,36486.14399999999
Asus,Notebook,14.1,0,0,1366.0,768.0,111.1413368676404,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10,1.65,18541.44
Lenovo,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.5,8.0,1000,0,Nvidia,Windows 10,2.2,35644.32
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.6,4.0,500,0,Intel,Windows 10,2.2,19660.32
HP,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,4.0,0,256,Intel,Windows 10,1.28,95850.72
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,1000,0,AMD,Linux,2.18,24279.696
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i5,2.5,12.0,1000,128,Nvidia,Windows 10,2.2,72988.272
Acer,Netbook,11.6,0,1,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,0,Intel,Chrome OS,1.25,15824.16
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,AMD Processor,2.2,4.0,500,0,AMD,Windows 10,2.8,20193.12
HP,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,4.0,0,128,Intel,Windows 10,1.95,67399.2
HP,2 in 1 Convertible,13.3,1,0,3200.0,1800.0,276.053530085501,Intel Core i7,2.7,16.0,0,256,Intel,Windows 10,1.42,74538.72
Samsung,Ultrabook,15.0,0,0,1920.0,1080.0,146.86047800548656,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.17,90522.72
Lenovo,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.32,95850.72
MSI,Gaming,17.3,0,1,3840.0,2160.0,254.67134914246222,Intel Core i7,2.6,16.0,2000,512,Nvidia,Windows 10,2.43,141138.72
Toshiba,Notebook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.05,78588.0
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,0,Nvidia,Linux,2.62,49497.12
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,1000,0,Nvidia,Windows 10,2.04,47952.0
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,1000,0,AMD,Windows 10,2.18,32713.92
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.6,8.0,500,0,Intel,Windows 10,1.9,49816.8
Dell,2 in 1 Convertible,13.3,1,0,3200.0,1800.0,276.053530085501,Intel Core i7,1.3,8.0,0,512,Intel,Windows 10,1.24,107257.968
Asus,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,32.0,0,512,Nvidia,Windows 10,3.58,68145.12
